snapshot_date,snapshot_month,updated_at,brand,inventoryGroup,sourceStore,locationName,locationId,productId,variantId,inventoryItemId,sku,variantTitle,price,shopifyUnitCost,productName,productType,vendor,productStatus,productTags,quantity,shopifySalesByMonth
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688205030,gid://shopify/ProductVariant/46752946749670,gid://shopify/InventoryItem/48836280418534,KIT-7SC180-84L-H,"H - Harbor / 84"" w/large neck",379.99,265.99,"Survival Bundle: Mid-Weight 180g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688205030,gid://shopify/ProductVariant/46752946421990,gid://shopify/InventoryItem/48836280090854,KIT-7SC180-84L-P,"P - Purple / 84"" w/large neck",379.99,265.99,"Survival Bundle: Mid-Weight 180g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688205030,gid://shopify/ProductVariant/46752945144038,gid://shopify/InventoryItem/48836278812902,KIT-7SC180-84XL-121,"121 - deluxe black / 84"" w/xl neck",379.99,265.99,"Survival Bundle: Mid-Weight 180g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688205030,gid://shopify/ProductVariant/46752945471718,gid://shopify/InventoryItem/48836279140582,KIT-7SC180-84XL-2021,"2021 - atlantis / 84"" w/xl neck",379.99,265.99,"Survival Bundle: Mid-Weight 180g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688205030,gid://shopify/ProductVariant/46752945799398,gid://shopify/InventoryItem/48836279468262,KIT-7SC180-84XL-A,"A - Hunter / 84"" w/xl neck",379.99,265.99,"Survival Bundle: Mid-Weight 180g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688205030,gid://shopify/ProductVariant/46752946127078,gid://shopify/InventoryItem/48836279795942,KIT-7SC180-84XL-B,"B - Navy / 84"" w/xl neck",379.99,265.99,"Survival Bundle: Mid-Weight 180g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688205030,gid://shopify/ProductVariant/46752947110118,gid://shopify/InventoryItem/48836280778982,KIT-7SC180-84XL-F,"F - Black / 84"" w/xl neck",379.99,265.99,"Survival Bundle: Mid-Weight 180g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688205030,gid://shopify/ProductVariant/46752946782438,gid://shopify/InventoryItem/48836280451302,KIT-7SC180-84XL-H,"H - Harbor / 84"" w/xl neck",379.99,265.99,"Survival Bundle: Mid-Weight 180g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688205030,gid://shopify/ProductVariant/46752946454758,gid://shopify/InventoryItem/48836280123622,KIT-7SC180-84XL-P,"P - Purple / 84"" w/xl neck",379.99,265.99,"Survival Bundle: Mid-Weight 180g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752949469414,gid://shopify/InventoryItem/48836283138278,KIT-7SC300-66S-121,"121 - deluxe black / 66"" w/small neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",1,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752949797094,gid://shopify/InventoryItem/48836283465958,KIT-7SC300-66S-2021,"2021 - atlantis / 66"" w/small neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752950452454,gid://shopify/InventoryItem/48836284121318,KIT-7SC300-66S-B,"B - Navy / 66"" w/small neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752951435494,gid://shopify/InventoryItem/48836285104358,KIT-7SC300-66S-F,"F - Black / 66"" w/small neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752951107814,gid://shopify/InventoryItem/48836284776678,KIT-7SC300-66S-H,"H - Harbor / 66"" w/small neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752950780134,gid://shopify/InventoryItem/48836284448998,KIT-7SC300-66S-P,"P - Purple / 66"" w/small neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",5,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752949502182,gid://shopify/InventoryItem/48836283171046,KIT-7SC300-69S-121,"121 - deluxe black / 69"" w/small neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",1,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752949829862,gid://shopify/InventoryItem/48836283498726,KIT-7SC300-69S-2021,"2021 - atlantis / 69"" w/small neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752950157542,gid://shopify/InventoryItem/48836283826406,KIT-7SC300-69S-A,"A - Hunter / 69"" w/small neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752950485222,gid://shopify/InventoryItem/48836284154086,KIT-7SC300-69S-B,"B - Navy / 69"" w/small neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752951468262,gid://shopify/InventoryItem/48836285137126,KIT-7SC300-69S-F,"F - Black / 69"" w/small neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752951140582,gid://shopify/InventoryItem/48836284809446,KIT-7SC300-69S-H,"H - Harbor / 69"" w/small neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752950812902,gid://shopify/InventoryItem/48836284481766,KIT-7SC300-69S-P,"P - Purple / 69"" w/small neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",5,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752949567718,gid://shopify/InventoryItem/48836283236582,KIT-7SC300-72M-121,"121 - deluxe black / 72"" w/medium neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",1,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752949895398,gid://shopify/InventoryItem/48836283564262,KIT-7SC300-72M-2021,"2021 - atlantis / 72"" w/medium neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752950223078,gid://shopify/InventoryItem/48836283891942,KIT-7SC300-72M-A,"A - Hunter / 72"" w/medium neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752950550758,gid://shopify/InventoryItem/48836284219622,KIT-7SC300-72M-B,"B - Navy / 72"" w/medium neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752951533798,gid://shopify/InventoryItem/48836285202662,KIT-7SC300-72M-F,"F - Black / 72"" w/medium neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",1,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752951206118,gid://shopify/InventoryItem/48836284874982,KIT-7SC300-72M-H,"H - Harbor / 72"" w/medium neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752950878438,gid://shopify/InventoryItem/48836284547302,KIT-7SC300-72M-P,"P - Purple / 72"" w/medium neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752949534950,gid://shopify/InventoryItem/48836283203814,KIT-7SC300-72S-121,"121 - deluxe black / 72"" w/small neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",1,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752949862630,gid://shopify/InventoryItem/48836283531494,KIT-7SC300-72S-2021,"2021 - atlantis / 72"" w/small neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752950190310,gid://shopify/InventoryItem/48836283859174,KIT-7SC300-72S-A,"A - Hunter / 72"" w/small neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752950517990,gid://shopify/InventoryItem/48836284186854,KIT-7SC300-72S-B,"B - Navy / 72"" w/small neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752951501030,gid://shopify/InventoryItem/48836285169894,KIT-7SC300-72S-F,"F - Black / 72"" w/small neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752951173350,gid://shopify/InventoryItem/48836284842214,KIT-7SC300-72S-H,"H - Harbor / 72"" w/small neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752950845670,gid://shopify/InventoryItem/48836284514534,KIT-7SC300-72S-P,"P - Purple / 72"" w/small neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",2,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752949600486,gid://shopify/InventoryItem/48836283269350,KIT-7SC300-75M-121,"121 - deluxe black / 75"" w/medium neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",1,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752949928166,gid://shopify/InventoryItem/48836283597030,KIT-7SC300-75M-2021,"2021 - atlantis / 75"" w/medium neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752950255846,gid://shopify/InventoryItem/48836283924710,KIT-7SC300-75M-A,"A - Hunter / 75"" w/medium neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752950583526,gid://shopify/InventoryItem/48836284252390,KIT-7SC300-75M-B,"B - Navy / 75"" w/medium neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752951566566,gid://shopify/InventoryItem/48836285235430,KIT-7SC300-75M-F,"F - Black / 75"" w/medium neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752951238886,gid://shopify/InventoryItem/48836284907750,KIT-7SC300-75M-H,"H - Harbor / 75"" w/medium neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752950911206,gid://shopify/InventoryItem/48836284580070,KIT-7SC300-75M-P,"P - Purple / 75"" w/medium neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752949666022,gid://shopify/InventoryItem/48836283334886,KIT-7SC300-78L-121,"121 - deluxe black / 78"" w/large neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752949993702,gid://shopify/InventoryItem/48836283662566,KIT-7SC300-78L-2021,"2021 - atlantis / 78"" w/large neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752950321382,gid://shopify/InventoryItem/48836283990246,KIT-7SC300-78L-A,"A - Hunter / 78"" w/large neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752950649062,gid://shopify/InventoryItem/48836284317926,KIT-7SC300-78L-B,"B - Navy / 78"" w/large neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752951632102,gid://shopify/InventoryItem/48836285300966,KIT-7SC300-78L-F,"F - Black / 78"" w/large neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752951304422,gid://shopify/InventoryItem/48836284973286,KIT-7SC300-78L-H,"H - Harbor / 78"" w/large neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752950976742,gid://shopify/InventoryItem/48836284645606,KIT-7SC300-78L-P,"P - Purple / 78"" w/large neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752949633254,gid://shopify/InventoryItem/48836283302118,KIT-7SC300-78M-121,"121 - deluxe black / 78"" w/medium neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",1,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752949960934,gid://shopify/InventoryItem/48836283629798,KIT-7SC300-78M-2021,"2021 - atlantis / 78"" w/medium neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752950288614,gid://shopify/InventoryItem/48836283957478,KIT-7SC300-78M-A,"A - Hunter / 78"" w/medium neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-23,2026-08,2026-08-23T11:16:21.893300+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688303334,gid://shopify/ProductVariant/46752950616294,gid://shopify/InventoryItem/48836284285158,KIT-7SC300-78M-B,"B - Navy / 78"" w/medium neck",389.99,272.99,"Survival Bundle: Heavyweight 300g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
